EFX Type,CRC-32 Int,CRC Hex
1PT_bug5,1646863433,49242962
1PT_bug7,2351383909,6545278C
1PT_bug8,479746292,F458981C
1PT_span,648346018,A2F9A426
1_4_smk,169103044,C44E140A
1_4_wat,748725473,E1A4A02C
1_ACT,4042844412,FCE8F8F0
1_ACT00,4014420572,5C3247EF
1_ACT1,3844425445,E54625E5
1_ACT10,4133225245,1D035CF6
1_ACT2,2083264351,5F172C7C
1_ACT3,187377609,C9272B0B
1_ACT_ANGLE,1087230562,62D2CD40
1_ACT_BODY,1197373022,5E765E47
1_ACT_COL,3818963890,B2C3A0E3
1_ACT_CPT,1033262458,7A55963D
1_ACT_DECAL,2488775718,26B45794
1_ACT_DECAL1,2202522227,73D24783
1_ACT_ELEC,1018574981,8538B63C
1_ACT_FADE,3601043532,4C90A3D6
1_ACT_FIRE,3290985507,237428C4
1_ACT_HEAT,649239316,149BB226
1_ACT_INIT,1518508440,9899825A
1_ACT_LAND,888580148,34A8F634
1_ACT_MOD,3890570890,8A66E5E7
1_ACT_MOD_S,2868646556,9C12FCAA
1_ACT_OUT,1241208923,5B58FB49
1_ACT_POS,1892209518,6ED3C870
1_ACT_PT,675424442,BA284228
1_ACT_PT2,3813361978,3A494BE3
1_ACT_PTC,3293120656,900849C4
1_ACT_PTC0,3591564000,E0EA12D6
1_ACT_PTC1,2702563958,76DA15A1
1_ACT_RAYCAST,3848062085,85C45CE5
1_ACT_RAYCAST0,3152944071,C71BEEBB
1_ACT_RAYCAST1,3437833041,512BE9CC
1_ACT_RAYCAST2,1440774891,EB7AE055
1_ACT_SAND,1015869437,FDEF8C3C
1_ACT_SIDE,3212273241,596677BF
1_ACT_VANISH,539203904,40992320
1_ACT_VEL,60967587,A34AA203
1_ACT_YOIN,4131085642,4A5D3BF6
1_ANGLE_PT,1432730328,D8BA6555
1_Act,1578298518,96EC125E
1_Act_BK,3159217574,A6D54DBC
1_Action,4152738348,2CC285F7
1_Aura_ab,2904239299,C32C1BAD
1_BODY_PT,722148822,D61D0B2B
1_BUBBLE,2889711097,F97D3DAC
1_B_DECAL,1738217016,38169B67
1_B_GPUP,942452615,87AF2C38
1_B_LIGHT,3633998210,82699AD8
1_B_ember,4156180359,8747BAF7
1_B_smk,2089180075,AB5B867C
1_Blade,3082874292,B4EDC0B7
1_CH_dist_BK,850252141,6DD1AD32
1_CH_tubu,1104310451,B370D241
1_COLPT,3796296362,AAE246E2
1_CPT,2459139328,007D9392
1_DECAL,1949442725,A5223274
1_DECAL0,2148619753,E9551180
1_DECAL1,4145440127,7F6516F7
1_DECAL2,1847538885,C5341F6E
1_DECAL3,421004371,53041819
1_DECAL_,1562126624,20291C5D
1_DECAL_0,501877837,4D0CEA1D
1_DECAL_1,1793932507,DB3CED6A
1_DECAL_2,4091833697,616DE4F3
1_DECAL_3,2229493239,F75DE384
1_DECAL_4,445106260,54C8871A
1_DECAL_ADD,4244008294,666DF6FC
1_DECAL_DOWN,1865220310,D6002D6F
1_DECAL_DOWN0,1225157197,4D6A0649
1_DECAL_PT,25897323,6B298B01
1_DECAL_PT2,313942649,7962B612
1_DECAL_PT3,1706119919,EF52B165
1_DECAL_UP,2073106743,3719917B
1_DECAL_UP0,2652832954,BA041F9E
1_DECAL_ember,1939796450,E2F19E73
1_DECAL_ember0,1756245257,092DAE68
1_DECAL_ember1,531176863,9F1DA91F
1_DECAL_ember2,2258652197,254CA086
1_DECAL_koge,3704305389,ED36CBDC
1_DECAL_nen,2562961550,8EB0C398
1_DECAL_wall,1454543535,AF92B256
1_DECAL_wall0,1625701447,473CE660
1_DECAL_wall1,400624849,D10CE117
1_Decal,1118293777,11CFA742
1_Decal_light,1351469038,EEC78D50
1_EM_GPU_ash,3682196928,C0DD79DB
1_EM_GPU_body,425379843,03C85A19
1_EM_GPU_elec1,3652511834,5AE8B4D9
1_EM_GPU_smk1,233110010,FAF9E40D
1_EM_GPU_smk2,2498603072,40A8ED94
1_EM_GPU_wing,2062599925,F5C6F07A
1_ESM_GPUP,2326935794,F238B28A
1_ESM_GPUP_blue,99402878,7EC4EC05
1_ESM_GPU_smk,2153226762,0AA25780
1_EW_DECAL1,3670650263,97ADC9DA
1_EW_DECAL2,1136720941,2DFCC043
1_EXT_B_GPUP,1795384413,5D64036B
1_EXT_B_LIGHT,3201269123,837DCFBE
1_EXT_DECAL,3899312215,57C86AE8
1_EXT_GPU,3502644091,7B1BC6D0
1_EXT_GPUP,2892775259,5B3F6CAC
1_EXT_GPUP_RAIN,3191093139,933734BE
1_EXT_GPUP_yoin,1430155308,2C703E55
1_EXT_MOD,2059120833,C1B0BB7A
1_EXT_PT,2766392383,3FCCE3A4
1_EXT_YOIN_PT,500787828,746AD91D
1_EXT_bom,2661027282,D20D9C9E
1_EXT_elec,3954185215,FF13B0EB
1_EXT_fire,321806169,595F2E13
1_EXT_flame,3457889739,CB351BCE
1_EXT_plume1,1465000313,79215257
1_EXT_plume2,3462099139,C3705BCE
1_EXT_smk,1479344930,22032D58
1_EX__wat1,2768501939,B3FC03A5
1_EX_wat2,3698229940,B4826EDC
1_EYE,762092041,099A6C2D
1_FILTER,953799443,13D3D938
1_FIRE,1951918377,29E95774
1_FIRE_PT,4235350237,DD5072FC
1_GPU,3801998666,4AE59DE2
1_GPU0,2956068295,C70532B0
1_GPU1,3342153041,513535C7
1_GPU3_debris_Big,360945585,B1978315
1_GPUP,4253050015,9F6480FD
1_GPUP0,1184120349,1D3E9446
1_GPUP1,831721099,8B0E9331
1_GPUP2,2828689201,315F9AA8
1_GPUP_Big,3589007019,ABE6EBD5
1_GPUP_PT,2872800135,87733BAB
1_GPUP_RAIN,3186996474,FAB4F5BD
1_GPUP_yoin,1459614533,45F3FF56
1_GPU_AREA,275193077,F51C6710
1_GPU_IMP,334631958,1614F213
1_GPU_IMP0,3525212137,E9771ED2
1_GPU_IMP1,2769897343,7F4719A5
1_GPU_IMP2,1007687365,C516103C
1_GPU_IMP3,1259808339,5326174B
1_GPU_IMP4,3581129712,F0B373D5
1_GPU_RC,3489834709,D5A602D0
1_GPU_ash,1282121901,ADA06B4C
1_GPU_ash0,2398258265,5984F28E
1_GPU_fire,2847458790,E6C5B8A9
1_GPU_flame,2508131660,4C0D7F95
1_GPU_ice,1980473337,F99F0B76
1_GPU_kira,1556076834,22D9BF5C
1_GPU_mid,4243255097,39EFEAFC
1_GPU_near,2267729976,38D02A87
1_GPU_spark,223534592,00DE520D
1_GPU_spk,3790460362,CAD5EDE1
1_GPU_st,3827308089,391620E4
1_GPU_tail,2370926708,7478518D
1_GPU_yoin,2611735695,8FECAB9B
1_GPU_yoin0,1531250161,F105455B
1_GPU_yoin1,742536551,6735422C
1_GROUND_COL,812314344,E8EE6A30
1_HEAT_PT,342505043,53366A14
1_IMP_GPU,2986165479,E744FDB1
1_IMP_LIGHT_VFX,286665581,6D2B1611
1_IMP_blur,2949512661,D5FDCDAF
1_IMP_bomb,841468849,B1CB2732
1_IMP_bomb0,2592969853,7D948D9A
1_IMP_elec,308869071,CFF76812
1_IMP_fire,3942038377,69BBF6EA
1_IMP_plume,481604621,0DB4B41C
1_IMP_smk,957766846,BE5C1639
1_IMP_tsubu,2069977519,AF59617B
1_INIT,3942450322,9204FDEA
1_INSIDE,4259544762,BA7EE3FD
1_INV_fire,222773993,E942470D
1_INV_fire1,2282036644,A41D0588
1_INV_fire2,286018590,1E4C0C11
1_INV_smk,818076592,B0DBC230
1_INV_smk1,2593091949,6D718F9A
1_INV_smk2,59121879,D7208603
1_JIMEN_PT,3055705622,165E22B6
1_LAND,2223584574,3E358984
1_LIGHT,3409141023,1F5D33CB
1_LIGHT0,2870611460,040E1AAB
1_LIGHT00,555740859,BBEE1F21
1_LIGHT000,2051753286,46454B7A
1_LIGHTNING,369208283,DBAB0116
1_LIGHTNING_IMP,187613454,0EC12E0B
1_LIGHT_BODY,2748244832,60E3CEA3
1_LIGHT_EM,1161578857,69493C45
1_LIGHT_EYE_L,2729556962,E2BBB1A2
1_LIGHT_EYE_R,1488881281,8186BE58
1_LIGHT_J2,35535115,0B391E02
1_LIGHT_J3,1964575133,9D091975
1_LIGHT_SCR,929441569,21276637
1_LIGHT_SIGN,3877140780,2C7918E7
1_LIGHT_TAIL,72440975,8F5C5104
1_LIGHT_VFX,2886727825,91F80FAC
1_LIGHT_VFX0,2709363846,869C7DA1
1_LIGHT_VFX1,3598363664,10AC7AD6
1_LIGHT_area,2573678606,0E386799
1_LWING_PT,3605367951,8F8CE5D6
1_L_Arm,3227549599,9F7F60C0
1_L_Shoulder,4198663090,B28342FA
1_L_black,2641245872,B0366E9D
1_Light,4255559851,ABB0A6FD
1_Light1,271047914,EADC2710
1_Light2,2301529424,508D2E89
1_Light3,4264148422,C6BD29FE
1_Light4,1615669349,65284D60
1_Lightning,3492951959,973732D0
1_MOD,1222659824,F04EE048
1_MOD0,2603361022,FE222C9B
1_MOD00,2085077909,95C3477C
1_MOD000,2797605028,A410C0A6
1_MOD1,3962245736,68122BEC
1_MOD2,1965179858,D2432275
1_MOD3,36008772,44732502
1_MOD_Attack,57407032,38F66B03
1_MOD_BIRD,2945756738,42AE94AF
1_MOD_FADE,1165684204,ECED7A45
1_MOD_Feather,3325448696,F85136C6
1_MOD_Hand_L1,1432802345,29D46655
1_MOD_Hand_L2,3429860755,93856FCC
1_MOD_Hand_R1,2166877174,F6EB2781
1_MOD_Hand_R2,405715532,4CBA2E18
1_MOD_L,3348204010,EA8991C7
1_MOD_L_Back1,1526860353,410A025B
1_MOD_L_Back2,3255524347,FB5B0BC2
1_MOD_M,2962667900,7CB996B0
1_MOD_R_Back,3849863013,653F78E5
1_MOD_S,1251574815,1F84994A
1_MOD_VANISH2,46990257,B103CD02
1_MOD_ant,2893464012,CCC176AC
1_MOD_ant1,3282106464,60F8A0C3
1_MOD_ant2,1521068506,DAA9A95A
1_MOD_hahen,2044935580,9C3DE379
1_MOD_hahen0,3742960894,FE0C19DF
1_MOD_hahen1,2820553832,683C1EA8
1_MOD_hahen2,823619026,D26D1731
1_MOD_ice,2105265867,CBCE7B7D
1_MOD_snow,255412299,4B48390F
1_MOD_stone,2021468772,642A7D78
1_MOD_tsubu,4147754755,03B739F7
1_MOD_tsubu0,3207026849,A15827BF
1_MOD_wind,414300422,06B9B118
1_MOD_wood,86504693,F5F42705
1_MOD_wood0,3943371211,CB110BEB
1_Normal,2446075482,5A26CC91
1_PC_smk,3658523778,82A410DA
1_PLE,3415430,861D3400
1_PLE3,3138089758,1E730BBB
1_PLE_S,3248362229,F5129EC1
1_PLG,3996810410,AA7C3AEE
1_PLG_hamon,1731178405,A5AF2F67
1_PLG_wave,3011251384,B80C7CB3
1_POS_PT,3102682172,3C2CEFB8
1_PT,661724691,131E7127
1_PT0,2722103404,6C0040A2
1_PT1,3578212602,FA3047D5
1_PTC,1800151274,EA204C6B
1_PTC0,1718450154,EA776D66
1_PTC1,292177788,7C476A11
1_PTC2,2288195270,C6166388
1_PT_Bomb_COL,2848362034,328EC6A9
1_PT_Bomb_COL2,11126414,8EC6A900
1_PT_COL,772012491,CBF9032E
1_PT_DECAL,2896585352,8862A6AC
1_PT_GPU,2151413577,49F73B80
1_PT_GPUP,1693160247,3793EB64
1_PT_GPUP0,2650832432,307E009E
1_PT_GPUP00,10354814,7E009E00
1_PT_GPUP000,2439312023,97F26491
1_PT_GPUP0000,1210274489,B9522348
1_PT_GPUP001,3865297409,01C263E6
1_PT_GPUP01,2006528232,E8309977
1_PT_GPUP02,4002439506,526190EE
1_PT_GPUP1,3909570214,A64E07E9
1_PT_GPUP2,1879973660,1C1F0E70
1_PT_HAHEN,1610830615,17530360
1_PT_LAND,501400214,96C2E21D
1_PT_Light,624095366,86F03225
1_PT_MOD_COL,1708408276,D43DD465
1_PT_OUT,2220384802,22625884
1_PT_P_fire,2356651040,20A4778C
1_PT_P_trail,1342913606,463C0B50
1_PT_RAYCAST,3127384818,F21A68BA
1_PT_R_HORN,2225748630,963AAA84
1_PT_SAND,362317151,5F859815
1_PT_SIGN,714901168,B0869C2A
1_PT_TEETH,4162038709,B5AB13F8
1_PT_VANISH,292939385,79E67511
1_PT_VEL,3456200922,DA7001CE
1_PT_black,107755869,5D396C06
1_PT_bom,3462521312,E0E161CE
1_PT_bom0,2250093365,35B31D86
1_PT_bom1,4045046691,A3831AF1
1_PT_bom2,1746129433,19D21368
1_PT_bom3,521462415,8FE2141F
1_PT_bom4,2171631404,2C777081
1_PT_bom8,2294692615,073BC688
1_PT_bom9,4290841489,910BC1FF
1_PT_elec,590856083,93BF3723
1_PT_fire,3685348149,35F3A9DB
1_PT_flame,2329386772,149FD78A
1_PT_flame0,1015624526,4E33893C
1_PT_flame01,3230066078,9EE586C0
1_PT_flame1,1267598296,D8038E4B
1_PT_flame_HIT,1249551566,CEA47A4A
1_PT_lightning,3978582767,EF5A24ED
1_PT_plume,2119759514,9AF6587E
1_PT_smk,147910416,10EFD008
1_PT_smk_suji,2435047126,D6DE2391
1_PT_smoke,3333384719,0F6AAFC6
1_PT_smoke_BK,2525406909,BDA68696
1_PT_spark,318393432,584CFA12
1_PT_tsubu,428677944,381B8D19
1_P_Core,1511083947,AB4F115A
1_P_INV_fire,3489124407,37D0F7CF
1_P_back,4234192109,EDA460FC
1_P_back00,3287552111,6F10F4C3
1_P_core0,2789635207,877446A6
1_P_dirt,164201580,6C84C909
1_P_dist,282244397,2DB5D210
1_P_elec,837689523,B320EE31
1_P_fire,3379588117,156C70C9
1_P_fire2,2781070599,07C5C3A5
1_P_front,1248729300,D4186E4A
1_P_front0,2804762745,79482DA7
1_P_front00,262657148,7CD4A70F
1_P_front10,381478205,3DE5BC16
1_P_heat,736789282,2283EA2B
1_P_piller,3215488832,4077A8BF
1_P_smk,1722195785,499FA666
1_P_smk_F,3818371329,01B997E3
1_P_smk_F0,1362990979,83973D51
1_P_trail,117309357,ADFFFD06
1_P_trail0,2394427910,0612B88E
1_P_trail1,4190053008,9022BFF9
1_P_wat,1074951532,6C751240
1_P_wat0,1654460330,AA0F9D62
1_P_wat1,362430268,3C3F9A15
1_P_wat2,2358472326,866E938C
1_P_yoinfire,1251841324,2C959D4A
1_RAYCAST,3969833241,19D99EEC
1_RAYCAST0,1113458357,B5065E42
1_RAYCAST1,895039011,23365935
1_RAYCAST2,2890950553,996750AC
1_RAYCAST_PT,3857185074,32F9E7E5
1_RAYCAST_PT0,4008412885,D586EBEE
1_RWING_PT,3218386838,96AFD4BF
1_R_black,2861551907,23D18FAA
1_SPT,2394283632,70DEB58E
1_Spark,196027249,7123AF0B
1_Spark1,1993862835,B3EED776
1_TAIL_PT,2321069646,4EB6588A
1_YOIN_GPUP,2207618331,1B959583
1_YOIN_PT,2072804981,757E8C7B
1_after,3728313625,198D39DE
1_after0,1114415585,E1A16C42
1_after00,4053176035,E38E96F1
1_after000,522917344,E0152B1F
1_after001,1747723638,76252C68
1_after0010,2681718912,80C8D79F
1_after01,2257698421,75BE9186
1_after1,896242039,77916B35
1_after2,2892153037,CDC062AC
1_after3,3680890971,5BF065DB
1_air_GPU,1788020824,5808936A
1_air_MOD_wind,3745569608,48DB40DF
1_air_MOD_wood,3268843195,BB96D6C2
1_air_smk1,641419452,BC483B26
1_air_smk2,3207731462,061932BF
1_aura_kuro,3861837306,FAF52EE6
1_awa_L,3367575466,AA1FB9C8
1_awa_R,850797257,C922B632
1_bl,3791909628,FCF203E2
1_bl0,2452655465,698D3092
1_bl00,304470493,DDD92512
1_bl0000,839304536,58C50632
1_bl001,2846788490,8A8BAEA9
1_bl0010,723383321,19F41D2B
1_black,3740825968,7079F8DE
1_black1,17140095,7F890501
1_black_f,2668948320,60EB149F
1_blur,133775905,2142F907
1_body_inv0,4237410469,A5C091FC
1_body_inv00,2157573643,0BF69980
1_body_inv000,2978705618,D2708BB1
1_bom,2898785251,E3F3C7AC
1_bom1,1752265739,0B747168
1_bom2,4051183025,B12578F1
1_bomb,2584966213,4574139A
1_bone0,1844624985,59BEF26D
1_c_fire0,3527810020,E41B46D2
1_core,1905362973,1D889171
1_d_dirt,2518860247,D7C12296
1_decal,2204557333,15E06683
1_decal0,1267184295,A7B2874B
1_decal000,1035384150,56B5B63D
1_decal1,1015054897,3182803C
1_decal2,2777273227,8BD389A5
1_decal3,3532579613,1DE38ED2
1_dirt,2189159652,E4EC7B82
1_dis,69146036,B4151F04
1_dis0,3939588140,2C58D1EA
1_disp_IMP_far,284042771,1326EE10
1_dist,2606816677,A5DD609B
1_dist0,2164131606,1607FE80
1_dist1,4160305024,8037F9F7
1_dist2,1861248570,3A66F06E
1_dist_IMP,1063102264,38A75D3F
1_dist_IMP_near,2417810995,33DE1C90
1_dist_PT,399172654,2EE4CA17
1_dist_wat,345694429,DDE09A14
1_dist_yoin,1196510963,F34E5147
1_distort,2944231254,56677DAF
1_elec,3126609979,3B485CBA
1_elec0,2540209600,C0856897
1_elec_E,2132830274,4268207F
1_elec_L,117231846,E6D0FC06
1_elec_R,4243844485,85EDF3FC
1_elec_blue,4142671121,1125ECF6
1_elec_yoin,35114755,03CF1702
1_etc,3875931131,FB0306E7
1_fire,1120011421,9D04C242
1_fire0,2821004625,511D25A8
1_fire00,975008979,D3741D3A
1_fire000,960081590,B6AE3939
1_fire1,3743559111,C72D22DF
1_fire2,1177255037,7D7C2B46
1_fire_L,2177580716,AC3ECB81
1_fire_M,4140568122,3A0ECCF6
1_fire_S,214119257,5933C30C
1_fire_in,2635642949,45B8189D
1_fire_in0,552770827,0B9DF220
1_fires,1206914427,7B0DF047
1_fires0,3779684373,156849E1
1_flame,1380179769,39DF4352
1_flame0,2039413627,7BFB8E79
1_flash,4172520539,5B9CB3F8
1_fog_koi,2542478342,06248B97
1_fog_koi0,3475840701,BD1E2DCF
1_fog_koi00,2479280771,83D2C693
1_fog_koi01,3837911573,15E2C1E4
1_fog_koi01a,1468822727,C7748C57
1_fog_koi1,3089772075,2B2E2AB8
1_fog_koi10,2329797570,C2E3DD8A
1_fog_near,2775564781,EDC16FA5
1_fog_near_ue,2795939961,79A8A6A6
1_g_dirt,280408953,79B3B610
1_g_hahen,3253728044,2CF3EFC1
1_g_smk,1973943263,DFFBA775
1_glow_F,3748885307,3B7373DF
1_hahen,1338233226,8AD1C34F
1_hahen0,737909059,4399FB2B
1_hahen1,1560062421,D5A9FC5C
1_hahen10,3493653086,5EEA3CD0
1_hahen11,2805717704,C8DA3BA7
1_hahen12,1043499890,728B323E
1_hahen13,1228258276,E4BB3549
1_hahen14,3612421703,472E51D7
1_hahen15,2689998545,D11E56A0
1_hahen16,962547563,6B4F5F39
1_hahen17,1314422781,FD7F584E
1_hahen18,3739705964,6C62E7DE
1_hahen19,2850050810,FA52E0A9
1_hahen2,3321231471,6FF8F5C5
1_hahen20,4212242845,9DB911FB
1_hahen21,2350287115,0B89168C
1_hahen22,354408625,B1D81F15
1_hahen23,1645799463,27E81862
1_hahen24,4236017028,847D7CFC
1_hahen25,2340113682,124D7B8B
1_hahen26,309468328,A81C7212
1_hahen3,3002255609,F9C8F2B2
1_hahen4,748051802,5A5D962C
1_hahen5,1536257484,CC6D915B
1_hahen6,3264756854,763C98C2
1_hahen7,3047099616,E00C9FB5
1_hahen8,622858609,71112025
1_hahen9,1378296295,E7212752
1_hamonNormal,1480359860,B47F3C58
1_head,3186621390,CEFBEFBD
1_head0,1522020576,E030B85A
1_hinoko,3050614952,A8B0D4B5
1_hinoko2,275754730,EAAE6F10
1_i_GPU,1115446759,E75D7C42
1_i_smk,3398911422,BE4597CA
1_imp,4053930585,5912A2F1
1_imp1,1134054264,784B9843
1_imp2,3666942658,C21A91DA
1_imp_yoin,3917663484,FCCC82E9
1_imp_yoin0,2453343319,570C3B92
1_imp_yoin1,3845930177,C13C3CE5
1_imp_yoin2,2083876219,7B6D357C
1_imp_yoin3,187850221,ED5D320B
1_imp_yoin4,2505492558,4EC85695
1_imp_yoin5,3797022936,D8F851E2
1_imp_yoin6,2069408098,62A9587B
1_imp_yoin7,207591924,F4995F0C
1_imp_yoin8,2631959653,6584E09C
1_impbom1,2886045074,928D05AC
1_impbom2,890035240,28DC0C35
1_impbom3,1108077758,BEEC0B42
1_in,4026092059,1B4AF9EF
1_in0,2891120650,0A0053AC
1_in1,3679727772,9C3054DB
1_in10,3753622515,F3BBBBDF
1_in2,1113415974,26615D42
1_in3,895111600,B0515A35
1_ita,1219507,B39B1200
1_kakera0,166956371,538DF309
1_kakera_s0,1675587197,7D6EDF63
1_kona1,1938368954,BA298973
1_l_GPUP,92982209,C1CB8A05
1_l_PLG_hamon,620116287,3F39F624
1_l_smk,41405134,CECA7702
1_l_wat,616767723,EB20C324
1_lava,1080931420,5CB46D40
1_lava1,860057681,51704333
1_lava2,2856985067,EB214AAA
1_lava_,2571713550,0E3C4999
1_leaf,3699576245,B50D83DC
1_leaf_,1073973355,6B880340
1_light,1013424047,AF9F673C
1_light0,1619847498,4AE98C60
1_light00,2964329675,CB14B0B0
1_light1,395041244,DCD98B17
1_lightning,1388557620,34B5C352
1_ls_c_fire,892307882,AA892F35
1_ls_c_fire0,284120531,D355EF10
1_ls_c_fire00,957570199,975C1339
1_ls_c_fire000,1217078551,17258B48
1_ls_c_fire0000,2772581966,4E3E42A5
1_ls_c_fire01,1309961217,016C144E
1_ls_c_fire010,1368396886,56149051
1_ls_c_fire0100,2759873657,795480A4
1_ls_inv00,2005644025,F9B28B77
1_mod,3729198202,7A0C47DE
1_mod0,2530733954,82EFD796
1_mod00,637076815,4F05F925
1_mod1,3788562196,14DFD0E1
1_mod2,2027523758,AE8ED978
1_mod3,266255928,38BEDE0F
1_mod4,2444897179,9B2BBA91
1_mod5,3871152909,0D1BBDE6
1_mod6,2142522039,B74AB47F
1_mod7,145979937,217AB308
1_mod_,1272615755,4B93DA4B
1_mod_0,3348918823,27729CC7
1_mod_1,2962965169,B1429BB0
1_mod_M,3911745446,A67F28E9
1_mod_S,321340101,C5422713
1_mod_ar,3093714204,1C5566B8
1_mod_base,3362344293,654D69C8
1_mw_wat,283198610,9244E110
1_neba_FRONT,3026229215,DF9760B4
1_plume,2798433975,B7B6CCA6
1_plume1,75360931,A3EA7D04
1_plume2,2641672985,19BB749D
1_plume3,3933440911,8F8B73EA
1_prism,3651959778,E27BACD9
1_prism0,1745100675,831F0468
1_ribbon_NPC,266302634,AA74DF0F
1_ribbon_under,1577465611,0B37065E
1_ribbon_up,3629208058,FA5151D8
1_ribon,1465850650,1A1B5F57
1_ribon0,3689715405,CD96ECDB
1_road_leave,1383363829,F5747452
1_rs_c_fire0,696837256,88E48829
1_rs_inv000,2261608517,4568CD86
1_scr_top,247333739,6B03BE0E
1_scr_under,661792739,E3277227
1_smk,1786182931,13FD766A
1_smk0,2718762895,8F070DA2
1_smk1,3574216473,19370AD5
1_smk2,1275291299,A366034C
1_smk3,990139957,3556043B
1_smk5,3530027776,00F367D2
1_smk7,1013551660,2C92693C
1_smk_BK,1119193768,A88AB542
1_smk_Mt,1934343002,5ABB4B73
1_smk_core,1822996142,AEB6A86C
1_smk_far,913026132,54AC6B36
1_smk_far0,1256836845,EDCEE94A
1_smk_near,1902718960,F02F6971
1_smk_yoin,1843925831,4713E86D
1_smk_yoin0,3456896140,8C0C0CCE
1_smo_road_0,114481091,C3D7D206
1_smo_road_00,615674225,7171B224
1_smoke,507193890,222A3B1E
1_smoke0,4087827042,624AA7F3
1_smoke_CH,555354997,750B1A21
1_smoke_L,1044438509,EDDD403E
1_smoke_L0,4166839988,B4EE5CF8
1_smoke_L1,2405162530,22DE5B8F
1_smoke_Lnear,3344215589,25AE54C7
1_smoke_Mt,2432064124,7C5AF690
1_smoke_Mt_,2734130984,2887F7A2
1_smoke_R,3293569166,8EE04FC4
1_smoke_R0,740151659,6BD11D2C
1_smoke_back,2117615777,A140387E
1_smoke_back0,2272697234,929B7687
1_smoke_body,3361638948,248A5EC8
1_smoke_face,383974129,F1FAE216
1_smoke_far,3833959496,489485E4
1_smoke_j40,2994857089,81E481B2
1_smoke_j60,2159511043,0386B780
1_smoke_j80,506768269,8DAB341E
1_smoke_j90,120560332,CC9A2F07
1_smoke_mid,3571270896,F044DDD4
1_smoke_mouth,1438151658,EA73B855
1_smoke_near,1706728839,879DBA65
1_smoke_sky,2471871697,D1C45593
1_smoke_sky0,3617490730,2A879ED7
1_smoke_st,3509797121,014133D1
1_smoke_start,1409579762,F27A0454
1_smoke_valley,905486884,24A2F835
1_smoke_valley_,3353497622,1650E2C7
1_smoke_yoin,2033951024,30A13B79
1_smow_smoke,34261638,86CA0A02
1_smow_smoke0,570432627,731C0022
1_sn_GPU,3935445238,F62092EA
1_sn_smk,1652111535,AF387962
1_snow,748660961,E1A89F2C
1_snow_,754254115,2301F52C
1_snow_Mt,3675385711,6FEF11DB
1_snow_air,2917576366,AEAEE6AD
1_snow_air_st,2660323440,7050919E
1_snow_far,1617965603,23327060
1_snow_near,3210662129,F1D05EBF
1_snow_near_st,2373408297,2956778D
1_spark,3396209781,750C6ECA
1_spark0,108845843,13DB7C06
1_spk_plu0,2114666036,343E0B7E
1_spk_plu1,151785122,A20E0C09
1_spk_smk,1527790406,463B105B
1_spk_smk0,3107832882,32C43DB9
1_spk_smk1,3459970212,A4F43ACE
1_stone,1314768498,72C65D4E
1_stone_s,2602652593,B153219B
1_stone_s0,2586088165,E592249A
1_stone_sg,1865111218,B2562B6F
1_stone_sg0,64604506,5AC9D903
1_stone_sg1,1960769996,CCF9DE74
1_toge,2347368751,2F01EA8B
1_togeM_direct,18364582,A6381801
1_togeM_direct0,426585673,492E6D19
1_togeM_direct10,819697143,F795DB30
1_togeM_direct11,1205642593,61A5DC47
1_togeM_direct12,3738563803,DBF4D5DE
1_togeM_direct3,2154070003,F37F6480
1_togeM_direct4,503376464,50EA001E
1_togeM_direct5,1762122438,C6DA0769
1_togeM_direct6,4027485052,7C8B0EF0
1_togeM_direct7,2265562090,EABB0987
1_togeM_direct8,397846139,7BA6B617
1_togeM_direct9,1622251245,ED96B160
1_togeM_far,982889774,2EB5953A
1_togeM_far0,4197820630,D6A835FA
1_togeM_far1,2368903232,4098328D
1_togeM_far3,1664940396,6CF93C63
1_togeM_far4,4250430671,CF6C58FD
1_togeM_rondum0,1430065052,9C0F3D55
1_togeM_rondum000,3033828325,E58BD4B4
1_togeM_temae,1930038387,730C0A73
1_togeM_temae1,2560699056,B02AA198
1_trail,3843376855,D74615E5
1_trail01,3747505313,A1645EDF
1_tsubu,3239664405,155B19C1
1_tsubu1,1019411850,8AFDC23C
1_tsubu2,2781588528,30ACCBA5
1_tsubu3,3536624806,A69CCCD2
1_tsubu4,1286080773,0509A84C
1_tsubu5,1001339283,9339AF3B
1_tubu,4204512168,A8C39BFA
1_tubu1,2301210659,23B02989
1_w_Normal,3528211854,8E3D4CD2
1_w_hamon,1511343491,8345155A
1_w_wat,871597688,7886F333
1_wat,1287788342,3617C24C
1_wat0,3912197922,22672FE9
1_wat00,4082130479,2F5E50F3
1_wat01,2220322489,B96E5784
1_wat02,492715779,033F5E1D
1_wat1,2653444020,B457289E
1_wat10,3930812270,6E6F4BEA
1_wat2,119604750,0E062107
1_wat3,1881552536,98362670
1_water_start,1736934688,20858767
1_wood,645993567,5F148126
1_wood_L_j40,714866015,5FFD9B2A
1_wood_L_j60,414031837,DD9FAD18
1_wood_S_j40,3358326028,0CFD2BC8
1_wood_S_j60,4196245390,8E9F1DFA
1_wood_sg,1674951179,0BBAD563
1_yodare,3974633822,5E19E8EC
1_yoin,1892756980,F42DD170
1_yoin_smk,1046328806,E6B55D3E
1_yoinsmk,1068964066,E218B73F
1_yugami,283212582,267BE110
1_yugami_INV,2281216619,6B9AF887
1bone,2979985855,BFF99EB1
1bone_L,3849651569,710575E5
